customer id;gender;dob;city_id;
427;M;10/25/09;1;
428;F;10/21/01;4;
429;F;5/24/98;13;
430;F;9/3/06;7;
431;F;6/20/06;7;
432;M;5/29/94;4;
433;M;12/4/07;11;
434;M;12/16/85;12;
435;F;8/18/04;14;
436;M;8/14/99;3;
437;F;1/23/81;11;
438;F;7/7/05;17;
439;M;9/19/09;7;
440;M;11/27/08;12;
441;F;7/20/85;5;
442;F;1/25/02;3;
443;M;4/8/92;16;
444;F;8/15/97;7;
445;M;11/16/05;9;
446;F;1/19/97;9;
447;F;2/13/83;20;
448;M;8/27/01;4;
449;M;11/22/92;6;
450;M;2/1/87;2;
451;F;9/14/91;8;
452;M;11/16/87;11;
453;F;9/2/80;1;
454;M;11/27/97;17;
455;M;5/3/03;8;
456;F;7/29/04;10;
457;F;12/27/98;12;
458;F;3/17/83;2;
459;F;2/3/94;8;
460;M;11/16/87;14;
461;M;4/2/87;16;
462;F;2/21/86;19;
463;M;10/2/94;19;
464;F;5/7/84;12;
465;M;10/16/98;15;
466;F;2/26/97;10;
467;M;9/29/82;3;
468;F;4/7/97;20;
469;F;3/12/95;5;
470;F;12/1/94;2;
471;F;4/27/99;5;
472;F;1/25/08;7;
473;M;4/22/00;17;
474;F;7/24/10;16;
475;F;6/19/82;1;
476;F;5/2/82;8;
477;F;9/25/90;16;
478;F;2/4/00;6;
479;F;2/11/99;6;
480;M;11/20/95;8;
481;F;12/17/82;8;
482;F;6/23/99;16;
483;F;7/7/84;6;
484;F;6/4/85;10;
485;F;11/1/81;9;
486;F;5/22/86;14;
487;M;10/25/10;5;
488;F;12/2/09;8;
489;M;5/4/86;9;
490;M;8/6/07;15;
491;M;1/24/84;7;
492;M;7/19/80;18;
493;M;7/28/93;11;
494;F;3/31/80;9;
495;M;5/29/04;4;
496;M;1/28/09;5;
497;F;10/12/09;17;
498;F;11/10/07;13;
499;F;4/2/99;11;
500;M;5/16/89;3;
501;M;1/1/00;3;
